item_id,system,catalog,condition_type,qid,category,answer_chars,refusal,n_mag_values,mag_out_of_range,n_dates,dates_out_of_span,months_out_of_span,lat_out_of_box,lon_out_of_box,conflation_marker,any_out_of_catalog
graphrag_pre|ridgecrest_only|B13,graphrag_pre,ridgecrest,only,B13,B,499,none,5,,2,,,,,,False
graphrag_pre|ridgecrest_only|B14,graphrag_pre,ridgecrest,only,B14,B,806,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_only|B15,graphrag_pre,ridgecrest,only,B15,B,674,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_only|B16,graphrag_pre,ridgecrest,only,B16,B,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|B17,graphrag_pre,ridgecrest,only,B17,B,827,none,0,,4,,,,,,False
graphrag_pre|ridgecrest_only|B18,graphrag_pre,ridgecrest,only,B18,B,719,none,2,,0,,,,,,False
graphrag_pre|ridgecrest_only|B19,graphrag_pre,ridgecrest,only,B19,B,759,partial,5,,0,,,,,,False
graphrag_pre|ridgecrest_only|B20,graphrag_pre,ridgecrest,only,B20,B,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|C1,graphrag_pre,ridgecrest,only,C1,C,950,none,6,,1,,,,,,False
graphrag_pre|ridgecrest_only|C2,graphrag_pre,ridgecrest,only,C2,C,883,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_only|C3,graphrag_pre,ridgecrest,only,C3,C,747,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|C4,graphrag_pre,ridgecrest,only,C4,C,911,none,8,,5,,,,,,False
graphrag_pre|ridgecrest_only|C5,graphrag_pre,ridgecrest,only,C5,C,954,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_only|C6,graphrag_pre,ridgecrest,only,C6,C,829,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_only|C7,graphrag_pre,ridgecrest,only,C7,C,1205,none,7,,1,,,,,,False
graphrag_pre|ridgecrest_only|C8,graphrag_pre,ridgecrest,only,C8,C,687,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|C9,graphrag_pre,ridgecrest,only,C9,C,1263,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|C10,graphrag_pre,ridgecrest,only,C10,C,1101,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_only|C11,graphrag_pre,ridgecrest,only,C11,C,951,none,5,,2,,,,,,False
graphrag_pre|ridgecrest_only|C12,graphrag_pre,ridgecrest,only,C12,C,873,none,3,,2,,,,,,False
graphrag_pre|ridgecrest_only|C13,graphrag_pre,ridgecrest,only,C13,C,839,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|C14,graphrag_pre,ridgecrest,only,C14,C,822,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_only|C15,graphrag_pre,ridgecrest,only,C15,C,1087,none,5,,2,,,,,,False
graphrag_pre|ridgecrest_only|C16,graphrag_pre,ridgecrest,only,C16,C,961,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_only|C17,graphrag_pre,ridgecrest,only,C17,C,1198,none,0,,10,,,,,,False
graphrag_pre|ridgecrest_only|C18,graphrag_pre,ridgecrest,only,C18,C,760,none,6,,2,,,,,,False
graphrag_pre|ridgecrest_only|C19,graphrag_pre,ridgecrest,only,C19,C,872,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_only|C20,graphrag_pre,ridgecrest,only,C20,C,931,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_only|D1,graphrag_pre,ridgecrest,only,D1,D,1129,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D2,graphrag_pre,ridgecrest,only,D2,D,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D3,graphrag_pre,ridgecrest,only,D3,D,800,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D4,graphrag_pre,ridgecrest,only,D4,D,639,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D5,graphrag_pre,ridgecrest,only,D5,D,924,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D6,graphrag_pre,ridgecrest,only,D6,D,697,partial,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D7,graphrag_pre,ridgecrest,only,D7,D,1073,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D8,graphrag_pre,ridgecrest,only,D8,D,955,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D9,graphrag_pre,ridgecrest,only,D9,D,761,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D10,graphrag_pre,ridgecrest,only,D10,D,791,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D11,graphrag_pre,ridgecrest,only,D11,D,790,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_only|D12,graphrag_pre,ridgecrest,only,D12,D,872,partial,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D13,graphrag_pre,ridgecrest,only,D13,D,1063,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D14,graphrag_pre,ridgecrest,only,D14,D,889,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D15,graphrag_pre,ridgecrest,only,D15,D,951,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D16,graphrag_pre,ridgecrest,only,D16,D,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|D17,graphrag_pre,ridgecrest,only,D17,D,1028,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D18,graphrag_pre,ridgecrest,only,D18,D,908,none,2,,2,,,,,,False
graphrag_pre|ridgecrest_only|D19,graphrag_pre,ridgecrest,only,D19,D,941,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|D20,graphrag_pre,ridgecrest,only,D20,D,1059,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|E1,graphrag_pre,ridgecrest,only,E1,E,989,none,2,,1,,,,,,False
graphrag_pre|ridgecrest_only|E2,graphrag_pre,ridgecrest,only,E2,E,992,none,2,,0,,,,,,False
graphrag_pre|ridgecrest_only|E3,graphrag_pre,ridgecrest,only,E3,E,864,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|E4,graphrag_pre,ridgecrest,only,E4,E,948,partial,1,,0,,,,,,False
graphrag_pre|ridgecrest_only|E5,graphrag_pre,ridgecrest,only,E5,E,932,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E6,graphrag_pre,ridgecrest,only,E6,E,810,none,0,,2,,,,,,False
graphrag_pre|ridgecrest_only|E7,graphrag_pre,ridgecrest,only,E7,E,714,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E8,graphrag_pre,ridgecrest,only,E8,E,809,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E9,graphrag_pre,ridgecrest,only,E9,E,856,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E10,graphrag_pre,ridgecrest,only,E10,E,1039,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E11,graphrag_pre,ridgecrest,only,E11,E,883,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E12,graphrag_pre,ridgecrest,only,E12,E,825,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E13,graphrag_pre,ridgecrest,only,E13,E,1007,none,2,,1,,,,,,False
graphrag_pre|ridgecrest_only|E14,graphrag_pre,ridgecrest,only,E14,E,864,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E15,graphrag_pre,ridgecrest,only,E15,E,1255,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E16,graphrag_pre,ridgecrest,only,E16,E,941,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_only|E17,graphrag_pre,ridgecrest,only,E17,E,1026,partial,2,,1,,,,,,False
graphrag_pre|ridgecrest_only|E18,graphrag_pre,ridgecrest,only,E18,E,1185,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_only|E19,graphrag_pre,ridgecrest,only,E19,E,936,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_only|E20,graphrag_pre,ridgecrest,only,E20,E,1040,none,0,,3,,,,,,False
graphrag_pre|ridgecrest_narrative|A1,graphrag_pre,ridgecrest,narrative,A1,A,1004,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A2,graphrag_pre,ridgecrest,narrative,A2,A,522,none,4,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|A3,graphrag_pre,ridgecrest,narrative,A3,A,1040,none,2,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A4,graphrag_pre,ridgecrest,narrative,A4,A,861,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A5,graphrag_pre,ridgecrest,narrative,A5,A,1064,none,3,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|A6,graphrag_pre,ridgecrest,narrative,A6,A,603,none,0,,1,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
graphrag_pre|ridgecrest_narrative|A7,graphrag_pre,ridgecrest,narrative,A7,A,1100,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A8,graphrag_pre,ridgecrest,narrative,A8,A,1068,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A9,graphrag_pre,ridgecrest,narrative,A9,A,908,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A10,graphrag_pre,ridgecrest,narrative,A10,A,802,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A11,graphrag_pre,ridgecrest,narrative,A11,A,913,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A12,graphrag_pre,ridgecrest,narrative,A12,A,1009,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A13,graphrag_pre,ridgecrest,narrative,A13,A,365,none,0,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|A14,graphrag_pre,ridgecrest,narrative,A14,A,903,none,3,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A15,graphrag_pre,ridgecrest,narrative,A15,A,746,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|A16,graphrag_pre,ridgecrest,narrative,A16,A,771,none,5,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A17,graphrag_pre,ridgecrest,narrative,A17,A,647,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A18,graphrag_pre,ridgecrest,narrative,A18,A,836,none,1,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|A19,graphrag_pre,ridgecrest,narrative,A19,A,823,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|A20,graphrag_pre,ridgecrest,narrative,A20,A,1090,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B1,graphrag_pre,ridgecrest,narrative,B1,B,433,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|B2,graphrag_pre,ridgecrest,narrative,B2,B,487,none,0,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|B3,graphrag_pre,ridgecrest,narrative,B3,B,583,none,5,,3,,,,,,False
graphrag_pre|ridgecrest_narrative|B4,graphrag_pre,ridgecrest,narrative,B4,B,742,none,5,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|B5,graphrag_pre,ridgecrest,narrative,B5,B,732,none,6,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B6,graphrag_pre,ridgecrest,narrative,B6,B,700,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B7,graphrag_pre,ridgecrest,narrative,B7,B,485,none,2,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|B8,graphrag_pre,ridgecrest,narrative,B8,B,871,none,5,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|B9,graphrag_pre,ridgecrest,narrative,B9,B,642,partial,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B10,graphrag_pre,ridgecrest,narrative,B10,B,455,partial,10,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B11,graphrag_pre,ridgecrest,narrative,B11,B,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B12,graphrag_pre,ridgecrest,narrative,B12,B,789,none,6,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B13,graphrag_pre,ridgecrest,narrative,B13,B,684,none,6,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|B14,graphrag_pre,ridgecrest,narrative,B14,B,736,partial,10,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|B15,graphrag_pre,ridgecrest,narrative,B15,B,776,none,3,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|B16,graphrag_pre,ridgecrest,narrative,B16,B,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B17,graphrag_pre,ridgecrest,narrative,B17,B,674,none,0,,5,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
graphrag_pre|ridgecrest_narrative|B18,graphrag_pre,ridgecrest,narrative,B18,B,740,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|B19,graphrag_pre,ridgecrest,narrative,B19,B,642,partial,6,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|B20,graphrag_pre,ridgecrest,narrative,B20,B,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|C1,graphrag_pre,ridgecrest,narrative,C1,C,805,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C2,graphrag_pre,ridgecrest,narrative,C2,C,792,none,6,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C3,graphrag_pre,ridgecrest,narrative,C3,C,784,none,0,,1,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
graphrag_pre|ridgecrest_narrative|C4,graphrag_pre,ridgecrest,narrative,C4,C,724,none,0,,5,,,,,,False
graphrag_pre|ridgecrest_narrative|C5,graphrag_pre,ridgecrest,narrative,C5,C,803,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C6,graphrag_pre,ridgecrest,narrative,C6,C,812,none,7,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C7,graphrag_pre,ridgecrest,narrative,C7,C,1089,none,10,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C8,graphrag_pre,ridgecrest,narrative,C8,C,697,none,3,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C9,graphrag_pre,ridgecrest,narrative,C9,C,1029,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|C10,graphrag_pre,ridgecrest,narrative,C10,C,920,none,7,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|C11,graphrag_pre,ridgecrest,narrative,C11,C,908,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C12,graphrag_pre,ridgecrest,narrative,C12,C,884,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C13,graphrag_pre,ridgecrest,narrative,C13,C,808,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C14,graphrag_pre,ridgecrest,narrative,C14,C,791,none,9,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C15,graphrag_pre,ridgecrest,narrative,C15,C,728,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C16,graphrag_pre,ridgecrest,narrative,C16,C,848,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|C17,graphrag_pre,ridgecrest,narrative,C17,C,1173,none,5,,10,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
graphrag_pre|ridgecrest_narrative|C18,graphrag_pre,ridgecrest,narrative,C18,C,803,none,3,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|C19,graphrag_pre,ridgecrest,narrative,C19,C,841,none,4,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|C20,graphrag_pre,ridgecrest,narrative,C20,C,802,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D1,graphrag_pre,ridgecrest,narrative,D1,D,937,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D2,graphrag_pre,ridgecrest,narrative,D2,D,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D3,graphrag_pre,ridgecrest,narrative,D3,D,708,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D4,graphrag_pre,ridgecrest,narrative,D4,D,883,none,2,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D5,graphrag_pre,ridgecrest,narrative,D5,D,926,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D6,graphrag_pre,ridgecrest,narrative,D6,D,701,partial,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D7,graphrag_pre,ridgecrest,narrative,D7,D,1025,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D8,graphrag_pre,ridgecrest,narrative,D8,D,854,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D9,graphrag_pre,ridgecrest,narrative,D9,D,852,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D10,graphrag_pre,ridgecrest,narrative,D10,D,913,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D11,graphrag_pre,ridgecrest,narrative,D11,D,947,none,4,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D12,graphrag_pre,ridgecrest,narrative,D12,D,793,partial,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D13,graphrag_pre,ridgecrest,narrative,D13,D,945,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D14,graphrag_pre,ridgecrest,narrative,D14,D,1036,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D15,graphrag_pre,ridgecrest,narrative,D15,D,747,partial,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D16,graphrag_pre,ridgecrest,narrative,D16,D,75,full,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D17,graphrag_pre,ridgecrest,narrative,D17,D,1023,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|D18,graphrag_pre,ridgecrest,narrative,D18,D,932,none,1,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|D19,graphrag_pre,ridgecrest,narrative,D19,D,854,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|D20,graphrag_pre,ridgecrest,narrative,D20,D,1054,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E1,graphrag_pre,ridgecrest,narrative,E1,E,1025,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E2,graphrag_pre,ridgecrest,narrative,E2,E,985,none,4,,3,,,,,M7.1 mainshock misdated to 2019-07-05 (true: 2019-07-06 UTC),True
graphrag_pre|ridgecrest_narrative|E3,graphrag_pre,ridgecrest,narrative,E3,E,887,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E4,graphrag_pre,ridgecrest,narrative,E4,E,1074,partial,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E5,graphrag_pre,ridgecrest,narrative,E5,E,934,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E6,graphrag_pre,ridgecrest,narrative,E6,E,932,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E7,graphrag_pre,ridgecrest,narrative,E7,E,625,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E8,graphrag_pre,ridgecrest,narrative,E8,E,696,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E9,graphrag_pre,ridgecrest,narrative,E9,E,804,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E10,graphrag_pre,ridgecrest,narrative,E10,E,1083,none,1,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E11,graphrag_pre,ridgecrest,narrative,E11,E,787,none,2,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E12,graphrag_pre,ridgecrest,narrative,E12,E,805,none,0,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|E13,graphrag_pre,ridgecrest,narrative,E13,E,1006,none,3,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E14,graphrag_pre,ridgecrest,narrative,E14,E,964,none,3,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E15,graphrag_pre,ridgecrest,narrative,E15,E,957,none,0,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E16,graphrag_pre,ridgecrest,narrative,E16,E,1154,none,5,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E17,graphrag_pre,ridgecrest,narrative,E17,E,1051,none,0,,1,,,,,,False
graphrag_pre|ridgecrest_narrative|E18,graphrag_pre,ridgecrest,narrative,E18,E,1015,none,1,,0,,,,,,False
graphrag_pre|ridgecrest_narrative|E19,graphrag_pre,ridgecrest,narrative,E19,E,895,none,2,,2,,,,,,False
graphrag_pre|ridgecrest_narrative|E20,graphrag_pre,ridgecrest,narrative,E20,E,1213,none,0,,2,,,,,,False
graphrag_pre|maduo_only|A1,graphrag_pre,maduo,only,A1,A,1079,none,1,12.9,0,,,,,,True
graphrag_pre|maduo_only|A2,graphrag_pre,maduo,only,A2,A,482,none,0,,2,,,,,,False
graphrag_pre|maduo_only|A3,graphrag_pre,maduo,only,A3,A,1053,none,1,8.1,0,,,,,,True
graphrag_pre|maduo_only|A4,graphrag_pre,maduo,only,A4,A,895,none,2,9,3,,,,,,True
graphrag_pre|maduo_only|A5,graphrag_pre,maduo,only,A5,A,978,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A6,graphrag_pre,maduo,only,A6,A,715,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A7,graphrag_pre,maduo,only,A7,A,1019,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A8,graphrag_pre,maduo,only,A8,A,875,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A9,graphrag_pre,maduo,only,A9,A,836,none,0,,0,,,,,,False
graphrag_pre|maduo_only|A10,graphrag_pre,maduo,only,A10,A,981,none,0,,0,,,,,,False
graphrag_pre|maduo_only|A11,graphrag_pre,maduo,only,A11,A,1044,none,5,7.5;8;12.9,2,,,,,,True
graphrag_pre|maduo_only|A12,graphrag_pre,maduo,only,A12,A,1053,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A13,graphrag_pre,maduo,only,A13,A,421,none,0,,2,,,,,,False
graphrag_pre|maduo_only|A14,graphrag_pre,maduo,only,A14,A,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|A15,graphrag_pre,maduo,only,A15,A,444,none,0,,0,,,,,,False
graphrag_pre|maduo_only|A16,graphrag_pre,maduo,only,A16,A,634,none,2,,6,,,,,,False
graphrag_pre|maduo_only|A17,graphrag_pre,maduo,only,A17,A,951,none,0,,1,,,,,,False
graphrag_pre|maduo_only|A18,graphrag_pre,maduo,only,A18,A,1024,none,0,,2,,,,,,False
graphrag_pre|maduo_only|A19,graphrag_pre,maduo,only,A19,A,1139,none,2,8.7;15,2,,,,,,True
graphrag_pre|maduo_only|A20,graphrag_pre,maduo,only,A20,A,1258,none,0,,0,,,,,,False
graphrag_pre|maduo_only|B1,graphrag_pre,maduo,only,B1,B,855,none,1,12,0,,,,,,True
graphrag_pre|maduo_only|B2,graphrag_pre,maduo,only,B2,B,367,none,1,7.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_pre|maduo_only|B3,graphrag_pre,maduo,only,B3,B,424,none,5,7.4;11.3;11.4;11.8;11.9,5,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_pre|maduo_only|B4,graphrag_pre,maduo,only,B4,B,598,none,0,,4,,,,,,False
graphrag_pre|maduo_only|B5,graphrag_pre,maduo,only,B5,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B6,graphrag_pre,maduo,only,B6,B,949,none,3,,0,,,,,,False
graphrag_pre|maduo_only|B7,graphrag_pre,maduo,only,B7,B,859,none,0,,0,,,,,,False
graphrag_pre|maduo_only|B8,graphrag_pre,maduo,only,B8,B,621,none,0,,0,,,,,,False
graphrag_pre|maduo_only|B9,graphrag_pre,maduo,only,B9,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B10,graphrag_pre,maduo,only,B10,B,309,none,0,,0,,,,,,False
graphrag_pre|maduo_only|B11,graphrag_pre,maduo,only,B11,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B12,graphrag_pre,maduo,only,B12,B,903,none,4,10.3;11.85;11.9,0,,,,,,True
graphrag_pre|maduo_only|B13,graphrag_pre,maduo,only,B13,B,669,none,2,,5,,,,,,False
graphrag_pre|maduo_only|B14,graphrag_pre,maduo,only,B14,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B15,graphrag_pre,maduo,only,B15,B,853,none,5,7.5;8;12,0,,,,,,True
graphrag_pre|maduo_only|B16,graphrag_pre,maduo,only,B16,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B17,graphrag_pre,maduo,only,B17,B,490,none,2,7.4,4,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_pre|maduo_only|B18,graphrag_pre,maduo,only,B18,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B19,graphrag_pre,maduo,only,B19,B,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|B20,graphrag_pre,maduo,only,B20,B,569,partial,1,,1,,,,,,False
graphrag_pre|maduo_only|C1,graphrag_pre,maduo,only,C1,C,660,none,1,7.4,1,,,,,,True
graphrag_pre|maduo_only|C2,graphrag_pre,maduo,only,C2,C,583,none,0,,0,,,,,,False
graphrag_pre|maduo_only|C3,graphrag_pre,maduo,only,C3,C,75,full,0,,0,,,,,,False
graphrag_pre|maduo_only|C4,graphrag_pre,maduo,only,C4,C,523,none,0,,4,,,,,,False
graphrag_pre|maduo_only|C5,graphrag_pre,maduo,only,C5,C,1008,none,3,,2,,,,,,False
graphrag_pre|maduo_only|C6,graphrag_pre,maduo,only,C6,C,873,none,3,7.1;7.5,0,,,,,,True
graphrag_pre|maduo_only|C7,graphrag_pre,maduo,only,C7,C,338,partial,1,8.1,1,,,,,,True
graphrag_pre|maduo_only|C8,graphrag_pre,maduo,only,C8,C,586,none,0,,3,,,,,,False
graphrag_pre|maduo_only|C9,graphrag_pre,maduo,only,C9,C,729,none,0,,3,,,,,,False
graphrag_pre|maduo_only|C10,graphrag_pre,maduo,only,C10,C,794,none,5,6.8;7;7.4,1,,,,,,True
graphrag_pre|maduo_only|C11,graphrag_pre,maduo,only,C11,C,678,none,1,11.3,3,,,,,,True
graphrag_pre|maduo_only|C12,graphrag_pre,maduo,only,C12,C,852,none,0,,2,,,,,,False
graphrag_pre|maduo_only|C13,graphrag_pre,maduo,only,C13,C,759,none,0,,2,,,,,,False
graphrag_pre|maduo_only|C14,graphrag_pre,maduo,only,C14,C,605,partial,6,7.4;7.5,1,,,,,,True
graphrag_pre|maduo_only|C15,graphrag_pre,maduo,only,C15,C,1030,none,9,6.7;7.4;7.5;7.7;9,2,,,,,,True
graphrag_pre|maduo_only|C16,graphrag_pre,maduo,only,C16,C,718,none,0,,0,,,,,,False
graphrag_pre|maduo_only|C17,graphrag_pre,maduo,only,C17,C,1236,none,3,,10,,,,,,False
graphrag_pre|maduo_only|C18,graphrag_pre,maduo,only,C18,C,330,partial,0,,1,,,,,,False
graphrag_pre|maduo_only|C19,graphrag_pre,maduo,only,C19,C,751,none,0,,2,,,,,,False
graphrag_pre|maduo_only|C20,graphrag_pre,maduo,only,C20,C,915,none,1,8.1,1,,,,,,True
graphrag_pre|maduo_only|D1,graphrag_pre,maduo,only,D1,D,1050,none,0,,0,,,,,,False
graphrag_pre|maduo_only|D2,graphrag_pre,maduo,only,D2,D,859,partial,0,,1,,,,,,False
graphrag_pre|maduo_only|D3,graphrag_pre,maduo,only,D3,D,742,partial,0,,0,,,,,,False
